eid,nid_s,nid_e,type,lanes,capacity,maxmph,fft,length,geometry
265,96,71,footway,1.0,1900.0,20.0,40.376955200000005,360.992,"LINESTRING (533570.1016049293 4206622.374736393, 533579.8094750345 4206627.09692532, 533583.4792723474 4206650.556737149, 533585.2433043487 4206680.588329173, 533573.870517366 4206696.485766878, 533540.8402520368 4206712.294262897, 533499.3731306009 4206719.624635036, 533458.7712925724 4206742.914044818, 533462.5244155804 4206758.962371356, 533495.3850861645 4206784.428012183, 533546.0520064246 4206830.593378615, 533561.1415192618 4206850.172299057)"
266,97,50,track,1.0,1900.0,20.0,91.97582089999999,822.3139999999999,"LINESTRING (530698.4400496366 4205357.185050892, 530700.0288302653 4205357.313068814, 530705.6043631965 4205359.664051759, 530716.2369636553 4205364.475034467, 530723.2183176648 4205368.906154797, 530729.9284758774 4205373.069971625, 530735.5723124618 4205375.931620833, 530747.5903669304 4205381.224958299, 530753.4797478471 4205384.16521176, 530759.3563350359 4205388.170580482, 530792.2017921678 4205416.687426948, 530801.8997903654 4205429.483695422, 530811.7386399609 4205451.489696667, 530822.6511480761 4205468.173963978, 530844.2980584636 4205478.907235511, 530921.0324177943 4205503.607136695, 530933.1486335819 4205503.763946896, 530944.6645225409 4205500.146061647, 530964.8211540275 4205487.018875961, 531018.4868597686 4205459.151013309, 531047.3407800501 4205444.836552237, 531066.5057349362 4205438.585003543, 531078.5312903246 4205439.518362566, 531109.4917492368 4205448.512498719, 531161.263382369 4205457.031314731, 531176.4328489304 4205462.414973211, 531190.7162282169 4205469.903406727, 531205.6985887152 4205473.688666146, 531250.4246192352 4205469.35484708, 531290.7262076203 4205469.398114103, 531302.4145123531 4205466.669024603, 531319.6637030847 4205456.305425689, 531327.4836323243 4205454.892996499, 531331.1657970096 4205456.349517494, 531335.0022921909 4205463.354340217, 531335.8302643682 4205499.306665924, 531341.5161028717 4205504.876180053, 531349.3347127794 4205503.796629563, 531356.1990007578 4205499.717661829, 531389.7584549846 4205471.997006368)"
267,97,32,track,1.0,1900.0,20.0,2.986395,26.7,"LINESTRING (530698.4400496366 4205357.185050892, 530694.6128690627 4205356.893289724, 530691.7651261829 4205357.659272352, 530688.9152171792 4205359.002208946, 530684.6347413491 4205360.173343759, 530677.7110566014 4205361.423321026, 530672.5431882846 4205362.746466609)"
268,98,6,service,1.0,1900.0,20.0,10.84889075,96.995,"LINESTRING (532429.3185307956 4206440.294502103, 532417.0188715985 4206446.891858752, 532408.442980651 4206455.368041151, 532402.9828920126 4206461.848314608, 532394.6750544599 4206480.222714793, 532388.5285048673 4206502.633340344, 532387.723849823 4206508.510738093, 532384.9078051893 4206521.270435789)"
269,99,100,service,1.0,1900.0,20.0,6.308451850000001,56.401,"LINESTRING (531924.6821119963 4206658.640135955, 531925.6063526834 4206655.770027848, 531960.2647389467 4206626.957540947, 531962.5515693146 4206625.868039515, 531968.3351315478 4206626.345584855)"
270,100,101,service,1.0,1900.0,20.0,2.7955789,24.994,"LINESTRING (531968.3351315478 4206626.345584855, 531987.5955171961 4206642.287470912)"
271,100,99,service,1.0,1900.0,20.0,6.308451850000001,56.401,"LINESTRING (531968.3351315478 4206626.345584855, 531962.5515693146 4206625.868039515, 531960.2647389467 4206626.957540947, 531925.6063526834 4206655.770027848, 531924.6821119963 4206658.640135955)"
272,101,17,residential,1.0,1900.0,20.0,1.6946393499999999,15.151,"LINESTRING (531987.5955171961 4206642.287470912, 531979.1973004445 4206654.881205888)"
273,101,60,residential,1.0,1900.0,20.0,24.36842395,217.867,"LINESTRING (531987.5955171961 4206642.287470912, 532005.3103454659 4206615.749980689, 532019.0216534595 4206578.101390031, 532019.764800003 4206556.490376188, 532009.7276524059 4206528.013415432, 531986.4035560854 4206498.286124188, 531933.4322632854 4206479.638257424)"
274,102,18,residential,1.0,1900.0,20.0,1.6636569,14.874,"LINESTRING (531911.760523421 4206671.815416272, 531926.3887472959 4206668.976665621)"
275,102,90,residential,1.0,1900.0,20.0,11.5883311,103.606,"LINESTRING (531911.760523421 4206671.815416272, 531898.1333069091 4206676.855000024, 531872.298679491 4206698.811901261, 531867.4020022169 4206723.047439943, 531860.3250718982 4206752.578101004)"
276,102,47,residential,1.0,1900.0,20.0,11.0624124,98.904,"LINESTRING (531911.760523421 4206671.815416272, 531900.0072609085 4206662.338380485, 531874.0888904961 4206647.247259533, 531827.2333997288 4206620.601930453)"
277,103,38,residential,1.0,1900.0,20.0,6.4653774,57.804,"LINESTRING (531136.6033014222 4207275.73337525, 531086.4478729652 4207304.579089161)"
278,103,104,service,1.0,1900.0,20.0,3.6024648,32.208,"LINESTRING (531136.6033014222 4207275.73337525, 531149.5444833367 4207305.174558495)"
279,103,11,residential,1.0,1900.0,20.0,15.599831350000002,139.471,"LINESTRING (531136.6033014222 4207275.73337525, 531167.9495435678 4207257.700795081, 531255.3832983396 4207202.457851422)"
280,104,38,residential,1.0,1900.0,20.0,7.04353005,62.973,"LINESTRING (531149.5444833367 4207305.174558495, 531086.4478729652 4207304.579089161)"
281,104,0,residential,1.0,1900.0,20.0,5.71967345,51.137,"LINESTRING (531149.5444833367 4207305.174558495, 531200.7819892259 4207305.647532035)"
282,104,103,service,1.0,1900.0,20.0,3.6024648,32.208,"LINESTRING (531149.5444833367 4207305.174558495, 531136.6033014222 4207275.73337525)"
283,105,86,residential,1.0,1900.0,20.0,4.652065200000001,41.592,"LINESTRING (531820.3496636905 4206789.858309751, 531787.1030503334 4206814.882236736)"
284,105,107,residential,1.0,1900.0,20.0,1.66667685,14.901,"LINESTRING (531820.3496636905 4206789.858309751, 531832.2624830961 4206780.895224039)"
285,105,69,service,1.0,1900.0,20.0,3.20058775,28.615,"LINESTRING (531820.3496636905 4206789.858309751, 531807.3681992423 4206764.399178862)"
286,106,69,residential,1.0,1900.0,20.0,1.75034065,15.649,"LINESTRING (531822.751933381 4206761.374563709, 531807.3681992423 4206764.399178862)"
287,106,107,service,1.0,1900.0,20.0,2.4320664,21.744,"LINESTRING (531822.751933381 4206761.374563709, 531832.2624830961 4206780.895224039)"
288,106,90,residential,1.0,1900.0,20.0,4.30879755,38.523,"LINESTRING (531822.751933381 4206761.374563709, 531826.8372862941 4206760.569417792, 531860.3250718982 4206752.578101004)"
289,107,105,residential,1.0,1900.0,20.0,1.66667685,14.901,"LINESTRING (531832.2624830961 4206780.895224039, 531820.3496636905 4206789.858309751)"
290,107,106,service,1.0,1900.0,20.0,2.4320664,21.744,"LINESTRING (531832.2624830961 4206780.895224039, 531822.751933381 4206761.374563709)"
291,107,90,residential,1.0,1900.0,20.0,4.6439001499999994,41.519,"LINESTRING (531832.2624830961 4206780.895224039, 531858.2189938368 4206761.357479773, 531860.3250718982 4206752.578101004)"
292,108,37,residential,1.0,1900.0,20.0,22.329957699999998,199.642,"LINESTRING (531766.0437535332 4206882.271718418, 531597.8369440539 4206990.088353602)"
293,108,36,residential,1.0,1900.0,20.0,4.19113135,37.471,"LINESTRING (531766.0437535332 4206882.271718418, 531797.3067512517 4206861.567208637)"
294,108,68,residential,1.0,1900.0,20.0,5.686789550000001,50.843,"LINESTRING (531766.0437535332 4206882.271718418, 531778.0282421057 4206884.171275575, 531795.1975307858 4206889.219947538, 531804.3080891485 4206891.951610705, 531815.0030019308 4206895.865572626)"
295,109,93,residential,1.0,1900.0,20.0,63.85594795000001,570.907,"LINESTRING (532024.2317917427 4206789.789656359, 532027.1821465135 4206836.646210781, 532061.2595593048 4206866.282701987, 532101.3568732239 4206871.888057317, 532161.7213165389 4206880.524777532, 532185.1166796482 4206902.863313811, 532242.0811480117 4206994.359185898, 532283.0540060682 4206978.155232091, 532324.1758796069 4206955.394657801, 532365.315086032 4206928.318225228, 532426.9795763218 4206896.785416638, 532450.5658258803 4206881.933508662)"
296,109,33,residential,1.0,1900.0,20.0,22.51618795,201.307,"LINESTRING (532024.2317917427 4206789.789656359, 532023.9656601005 4206786.016160386, 532050.6876523568 4206770.631721973, 532086.3970770574 4206780.424957451, 532117.4503954394 4206764.236688168, 532121.8856824999 4206757.053181884, 532121.1694999327 4206749.41669624, 532088.6004258514 4206731.302964084, 532050.8742622688 4206714.123335575)"
297,109,110,service,1.0,1900.0,20.0,5.6781771,50.766,"LINESTRING (532024.2317917427 4206789.789656359, 532016.5339434393 4206796.183744802, 532012.9503659349 4206798.876988745, 532010.2208546933 4206800.930045152, 532006.4188552529 4206803.356145198, 532001.7925657257 4206805.546013086, 531997.2101725829 4206807.736055534, 531989.8645549297 4206811.623977282, 531981.0157331789 4206816.027506008)"
298,110,109,service,1.0,1900.0,20.0,5.6781771,50.766,"LINESTRING (531981.0157331789 4206816.027506008, 531989.8645549297 4206811.623977282, 531997.2101725829 4206807.736055534, 532001.7925657257 4206805.546013086, 532006.4188552529 4206803.356145198, 532010.2208546933 4206800.930045152, 532012.9503659349 4206798.876988745, 532016.5339434393 4206796.183744802, 532024.2317917427 4206789.789656359)"
299,111,55,path,1.0,1900.0,20.0,140.8204922,1259.012,"LINESTRING (530436.0430180368 4205831.564069683, 530435.6767995671 4205837.953662141, 530436.3165625947 4205842.982266386, 530438.1464919783 4205849.05827297, 530440.3961950608 4205855.579660373, 530442.7117190374 4205858.572952937, 530446.296243293 4205860.306097846, 530448.342057104 4205860.280435145, 530450.3733022029 4205861.808076262, 530452.0144731527 4205864.343946531, 530454.7183683418 4205866.78391949, 530463.6339260207 4205872.786487009, 530471.9203896282 4205877.965657759, 530475.9377625225 4205881.342551154, 530481.3427938931 4205886.954801118, 530491.8845098701 4205892.441982393, 530497.2765603838 4205896.822603923, 530507.1964657621 4205901.885858649, 530511.1856086692 4205905.761957937, 530521.29131964 4205910.437584425, 530526.0444454204 4205916.624391017, 530536.1634116241 4205924.795141009, 530542.2092786347 4205932.762055101, 530545.9396445364 4205935.394518153, 530549.0782267815 4205941.320108252, 530555.1734443798 4205947.822622214, 530560.4523443823 4205949.573250133, 530568.7464524818 4205950.325479237, 530572.9464429963 4205951.80578879, 530578.5524868651 4205955.288537318, 530585.3776713485 4205961.44984842, 530591.2539764842 4205967.785139222, 530597.3342157587 4205968.895257518, 530606.2776740418 4205972.079852719, 530618.2613194461 4205981.655714239, 530626.1717055722 4205981.70755287, 530633.7437223488 4205983.023007901, 530636.8232185103 4205985.952649071, 530638.3284511286 4205989.597589941, 530638.1621794273 4205991.793858832, 530640.8321898966 4205993.878714433, 530644.3502879059 4205994.568729339, 530647.7086454063 4205995.713058633, 530652.0903935214 4205995.540874084, 530656.7739801642 4205994.48219112, 530662.5408306132 4205994.869980301, 530667.0439044258 4205997.461017831, 530675.7160425548 4206002.741705148, 530687.7936647224 4206008.30148218, 530698.5727788066 4206011.28226141, 530701.4343174592 4206016.130615668, 530702.789261508 4206020.041294204, 530703.8671161843 4206025.260190973, 530705.5622708228 4206027.419072575, 530708.3133736312 4206026.608351364, 530712.180759111 4206023.12783146, 530715.6399691552 4206018.458569158, 530720.0400627342 4206013.404506338, 530724.5912095283 4206007.873910954, 530732.2870154831 4206001.944615531, 530738.8552817421 4205997.009672716, 530749.556148455 4205995.119336403, 530759.0722434628 4205997.762579544, 530769.5818519676 4206000.032331152, 530781.7625544491 4206003.85065518, 530789.1320945793 4206002.968599032, 530798.876776633 4206003.19394895, 530803.370573267 4206001.247000945, 530807.6412115957 4205995.615534976, 530813.7553229193 4205992.387633921, 530815.5028571466 4205989.96432812, 530815.1702848655 4205987.355650443, 530813.9676061083 4205984.987790403, 530813.9851313715 4205982.668914054, 530810.0998928563 4205979.225777815, 530809.0518627856 4205975.427192781, 530809.3040173923 4205971.42269766, 530807.3337857085 4205967.709398827, 530805.2410916889 4205966.203626958, 530805.0420926672 4205963.096159639, 530803.1763347302 4205959.616259568, 530801.1319281259 4205956.94565198, 530801.0760373536 4205953.139712999, 530799.769122367 4205950.471886038, 530800.9668867318 4205947.158871409, 530805.9725723699 4205944.514843114, 530809.8314613251 4205943.30889765, 530815.508334972 4205941.954474603, 530818.6303086967 4205942.92045586, 530821.5212471558 4205944.617864356, 530824.6208041415 4205946.870831837, 530828.6653125244 4205947.662770768, 530832.5612771565 4205948.265529045, 530838.7500095615 4205953.193060405, 530843.9105902403 4205958.360814365, 530850.3175013503 4205963.633136324, 530856.360560613 4205967.605925312, 530860.7461637937 4205968.743126447, 530866.3432117312 4205972.248230709, 530872.6383342011 4205974.568766748, 530877.9321942811 4205976.985382369, 530882.9347288309 4205979.822526217, 530888.3303729754 4205983.18264404, 530893.7335337495 4205986.875656494, 530897.5974717874 4205988.976206598, 530901.1201765967 4205990.764796222, 530902.5837846948 4205993.777190622, 530906.242210147 4205994.501135528, 530909.7136600094 4205995.912290751, 530912.2035581875 4205999.172668871, 530918.1244861488 4206002.923133834, 530923.9393784634 4206004.531785719, 530926.5590688346 4206003.654067823, 530928.7338544904 4206002.020177986, 530931.3089339352 4206001.330914873, 530935.3331995659 4206002.821841887, 530941.0224006517 4206005.162327809, 530946.7291120165 4206009.832922385, 530949.9176204304 4206014.083450869, 530952.3285591924 4206019.640294533, 530952.574960599 4206026.442721043, 530950.9158986845 4206030.996653982, 530948.0748708287 4206034.680667166, 530943.9104346427 4206040.068363793, 530938.8434305422 4206042.678789373, 530934.0194435926 4206046.033531393, 530933.2342794344 4206051.667032572, 530936.8792321931 4206055.941475342, 530941.2027293656 4206059.552764202, 530947.3792244922 4206058.400042834, 530952.9418599821 4206059.37532141, 530956.2597755619 4206061.906552824, 530962.5063395415 4206060.798490059, 530968.6580759888 4206063.861951218, 530972.9633343214 4206065.331771539, 530980.1185136371 4206065.40328157, 530985.3347251546 4206069.750277047, 530989.1807148122 4206076.566357771, 530995.6709415823 4206082.970845639, 531000.930231396 4206087.528827845, 531009.1026378549 4206092.5416865, 531018.3657184073 4206097.026113924, 531025.5723301489 4206104.354266127, 531032.1134839215 4206108.894945968, 531039.4135820068 4206119.341279902, 531043.2904261608 4206131.882743299, 531046.2361463017 4206149.169512136, 531056.4068577962 4206157.374400281, 531061.4378892349 4206164.217212607, 531070.9049445612 4206172.752306848, 531078.6455948517 4206178.140839457, 531094.7019200053 4206187.766191389, 531110.9067306503 4206199.888611705, 531128.1549041393 4206210.062245118, 531141.9493393166 4206216.505781627, 531149.1199822869 4206224.000340616, 531159.7695193684 4206224.007665258, 531175.0905432971 4206223.81091994, 531185.0135583875 4206232.447747845, 531193.261873532 4206235.907724262, 531209.5646898755 4206238.399886108, 531223.2793245144 4206249.614290727, 531237.149826506 4206263.680840136, 531240.7838199771 4206279.938444003, 531250.8731588743 4206290.961507414, 531268.6748086881 4206296.355429512, 531283.0959314646 4206301.858494859, 531291.7205478777 4206310.190907089, 531295.1044208163 4206322.952518853, 531293.2084635886 4206329.724564359, 531291.1789256345 4206334.698638885, 531293.3031771778 4206339.377952052)"
